latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
-33.51667448,-70.57849598,35.7664,0.8044,"POLYGON((-70.5784646745956 -33.5167040799014, -70.5784747097032 -33.5166391653699, -70.5785272772139 -33.5166448670392, -70.5785172421453 -33.5167097815737, -70.5784646745956 -33.5167040799014))",47RFFCMC+8JJ2
-33.49813015,-70.67154313,25.1749,0.7,"POLYGON((-70.6715039806836 -33.4981201623298, -70.6715342067644 -33.4980966826358, -70.6715822776133 -33.4981401200747, -70.6715520515315 -33.4981635997803, -70.6715039806836 -33.4981201623298))",47RFG82H+P9WP
-33.50758109,-70.56526956,91.6541,0.7643,"POLYGON((-70.5652036145748 -33.5075849726017, -70.565246885329 -33.5075793328672, -70.5652378402263 -33.5075306309088, -70.5653077609402 -33.5075215176938, -70.565325461006 -33.5076168204958, -70.5652122694414 -33.5076315734608, -70.5652036145748 -33.5075849726017))",47RFFCRM+XV9M
-33.52864879,-70.66800813,158.3647,0.8475,"POLYGON((-70.6679453207197 -33.5286924272658, -70.6679483334712 -33.5286914018504, -70.667915057441 -33.5286228247864, -70.6680333353774 -33.5285825678279, -70.6680520113306 -33.5286210561646, -70.6681048717934 -33.5286030645807, -70.6681194719595 -33.5286331532683, -70.668066611482 -33.5286511448585, -70.6680805543422 -33.5286798789528, -70.6679592635475 -33.5287211613746, -70.6679453207197 -33.5286924272658))",47RFF8CJ+GQX4
-33.49768052,-70.62864609,68.3855,0.7098,"POLYGON((-70.6285982115988 -33.4977150425684, -70.6286112648112 -33.4976363608279, -70.6286939619478 -33.4976459909201, -70.6286809088097 -33.4977246726672, -70.6285982115988 -33.4977150425684))",47RFG92C+WGHM
-33.45912244,-70.57358545,8.8012,0.7218,"POLYGON((-70.5735690508801 -33.4591354174604, -70.5735695172862 -33.4591090380472, -70.5736018540132 -33.4591094397257, -70.5736013876169 -33.4591358191388, -70.5735690508801 -33.4591354174604))",47RFGCRG+9H33
-33.50421206,-70.64224757,83.536,0.7825,"POLYGON((-70.6422660702409 -33.5042522255848, -70.6422588064146 -33.5042277209812, -70.6422210553243 -33.504235574751, -70.6422283191409 -33.5042600793576, -70.64220262348 -33.5042654250986, -70.6421799198806 -33.5041888340005, -70.6422916415486 -33.5041655913171, -70.6423143452387 -33.5042421823922, -70.6422660702409 -33.5042522255848))",47RFF9W5+846C
-33.47328484,-70.73426516,62.3404,0.8787,"POLYGON((-70.7342043429563 -33.4732955003651, -70.7342315505842 -33.4732410365919, -70.7343259809445 -33.4732741679148, -70.734298773367 -33.4733286317069, -70.7342043429563 -33.4732955003651))",47RFG7G8+M7QP
-33.46447358,-70.55433012,32.2751,0.7783,"POLYGON((-70.5543284852577 -33.4645195045834, -70.5542973538973 -33.4644367360294, -70.5543317412016 -33.4644276501942, -70.5543628725909 -33.4645104187391, -70.5543284852577 -33.4645195045834))",47RFGCPW+6773
-33.51609719,-70.7805359,5.4751,0.7645,"POLYGON((-70.7805255753178 -33.5161106221041, -70.7805270000891 -33.5160830464316, -70.7805462247186 -33.5160837433586, -70.7805447999533 -33.5161113190311, -70.7805255753178 -33.5161106221041))",47RFF6M9+HQ85
-33.39008188,-70.63596506,71.4185,0.7517,"POLYGON((-70.6359003348397 -33.3900824283639, -70.6359759074231 -33.3900283469479, -70.6360297884704 -33.3900813300169, -70.6359542158778 -33.3901354114659, -70.6359003348397 -33.3900824283639))",47RFJ957+XJ7J
-33.49819241,-70.57722931,66.5577,0.7851,"POLYGON((-70.5772059292336 -33.498243104535, -70.5771833396662 -33.4981540535758, -70.5772526960348 -33.4981417040912, -70.5772752856691 -33.498230755036, -70.5772059292336 -33.498243104535))",47RFGC2F+P4C8
-33.45367857,-70.71150903,13.2832,0.6539,"POLYGON((-70.7114847047742 -33.4536927004322, -70.7114825536463 -33.4536674885148, -70.7115333661176 -33.4536644421985, -70.71153551726 -33.4536896541141, -70.7114847047742 -33.4536927004322))",47RFG7WQ+G9HW
-33.44354369,-70.58939734,34.1191,0.7252,"POLYGON((-70.5893506481847 -33.4435364193883, -70.5894275737159 -33.4435129892468, -70.5894440318341 -33.4435509662501, -70.5893671062743 -33.4435743964032, -70.5893506481847 -33.4435364193883))",47RFHC46+H6Q7
-33.45526647,-70.69842284,39.1741,0.7224,"POLYGON((-70.6983701917339 -33.4552749347673, -70.6983824866908 -33.4552368903974, -70.6984754799413 -33.4552580065227, -70.6984631850229 -33.4552960509004, -70.6983701917339 -33.4552749347673))",47RFG8V2+VJW7
-33.51580063,-70.78053912,16.6151,0.6736,"POLYGON((-70.7805164527837 -33.5158183779631, -70.7805183679591 -33.5157813108424, -70.7805617693167 -33.515782884228, -70.7805598541595 -33.5158199513488, -70.7805164527837 -33.5158183779631))",47RFF6M9+MQGW
-33.4470447,-70.66103372,843.8443,0.7588,"POLYGON((-70.6608858266301 -33.4472282224153, -70.66095649683 -33.4469286485011, -70.6610085800521 -33.4469372830451, -70.6610158838442 -33.4469063217768, -70.6609638006405 -33.4468976872357, -70.6609813744805 -33.4468231906508, -70.6611796983957 -33.4468560693797, -70.6610841514445 -33.4472611012682, -70.6608858266301 -33.4472282224153))",47RFH83Q+5HP9
-33.47731533,-70.63939406,95.4322,0.8063,"POLYGON((-70.6393151129828 -33.477344917065, -70.6393147466507 -33.4772864489498, -70.639473006995 -33.4772857524924, -70.6394733734335 -33.4773442206049, -70.6393151129828 -33.477344917065))",47RFG9F6+36H7
-33.43053623,-70.76306534,20.8262,0.6737,"POLYGON((-70.7630466408321 -33.4305635114781, -70.76304725643 -33.4305085307623, -70.7630840451053 -33.4305090764647, -70.7630834323981 -33.430563801081, -70.7630466408321 -33.4305635114781))",47RFH69P+QQMH
-33.52790093,-70.79434299,16.5842,0.6938,"POLYGON((-70.7943148939748 -33.527888011309, -70.794367356692 -33.527883494572, -70.7943710816784 -33.5279138433413, -70.7943186189433 -33.5279183600807, -70.7943148939748 -33.527888011309))",47RFF6C4+R7MR
-33.45576625,-70.7628189,49.762,0.7223,"POLYGON((-70.7627799 -33.455798, -70.7627909 -33.4557272, -70.7628579 -33.4557345, -70.7628469 -33.4558053, -70.7627799 -33.455798))",47RFG6VP+MVV9
-33.52833242,-70.67710485,26.5266,0.7747,"POLYGON((-70.6770929985642 -33.5283642693061, -70.6770709711601 -33.5283148600715, -70.67711668607 -33.5283005645363, -70.6771387134958 -33.5283499737622, -70.6770929985642 -33.5283642693061))",47RFF8CF+M56P
-33.43970174,-70.73226365,72.8046,0.6851,"POLYGON((-70.7321973133851 -33.4397584902748, -70.7322905604366 -33.439625546402, -70.7323299999506 -33.4396449902553, -70.7322367529403 -33.4397779341556, -70.7321973133851 -33.4397584902748))",47RFH769+439W
-33.41202872,-70.70830264,84.5964,0.8222,"POLYGON((-70.7082812733249 -33.4120852727344, -70.7082413652933 -33.4119990879947, -70.7083240071328 -33.4119721730199, -70.7083639152301 -33.4120583577285, -70.7082812733249 -33.4120852727344))",47RFH7QR+5MPV
-33.50040053,-70.67643009,50.1327,0.7492,"POLYGON((-70.6763777512618 -33.5003894909956, -70.6764478681187 -33.5003578344288, -70.6764824354883 -33.5004115740783, -70.6764123186025 -33.5004432306653, -70.6763777512618 -33.5003894909956))",47RFF8XF+RCPR
-33.47919917,-70.55257676,82.7593,0.802,"POLYGON((-70.5524963715415 -33.4791790048063, -70.5525182833461 -33.4791655705509, -70.5525371068579 -33.4791871306169, -70.5526029270386 -33.479146775826, -70.552650241837 -33.4792009691226, -70.5525625098273 -33.4792547582061, -70.5524963715415 -33.4791790048063))",47RFGCCW+8XF4
-33.50939373,-70.78654835,39.1352,0.7424,"POLYGON((-70.7865184157066 -33.5094247330441, -70.7865110055244 -33.5093689937926, -70.7865782757057 -33.5093627179684, -70.7865856859303 -33.5094184572162, -70.7865184157066 -33.5094247330441))",47RFF6R7+69W7
-33.49317231,-70.67442691,178.3024,0.8666,"POLYGON((-70.6742916184466 -33.4931823282074, -70.6745323534009 -33.493100584699, -70.6745621958306 -33.493162281433, -70.6743214607385 -33.4932440250031, -70.6742916184466 -33.4931823282074))",47RFG84G+P6P3
-33.46251088,-70.65356559,90.279,0.7051,"POLYGON((-70.6534961626692 -33.4625479941636, -70.6534998827301 -33.4624915265557, -70.6535676320457 -33.4624946620547, -70.653570441228 -33.4624520203343, -70.6536198818027 -33.4624543084655, -70.6536133526596 -33.462553417796, -70.6534961626692 -33.4625479941636))",47RFG8PW+XHVH
-33.47143967,-70.72870264,84.0422,0.8302,"POLYGON((-70.7287196974984 -33.4713777604766, -70.7287788937378 -33.471417816042, -70.7287171957915 -33.4714818581288, -70.728684255351 -33.4714595687405, -70.728642360768 -33.4715030549711, -70.7286161049453 -33.471485288758, -70.7287196974984 -33.4713777604766))",47RFG7HC+CGFG
-33.50319981,-70.79073522,45.2853,0.7766,"POLYGON((-70.7906924803748 -33.5032259508374, -70.7907210670199 -33.503157084867, -70.7907779667042 -33.5031736620167, -70.7907493801 -33.5032425279987, -70.7906924803748 -33.5032259508374))",47RFF6W5+PPC3
-33.51715133,-70.72000792,24.3017,0.7314,"POLYGON((-70.7199920947111 -33.5171799177494, -70.7199756609933 -33.5171351039315, -70.7200237311617 -33.517122735908, -70.7200401649012 -33.5171675497187, -70.7199920947111 -33.5171799177494))",47RFF7MH+4XQW
-33.49545219,-70.66507735,42.8537,0.8342,"POLYGON((-70.6650306117495 -33.4954372223411, -70.6651014370226 -33.4954154368532, -70.6651240962623 -33.4954671482373, -70.6650532709539 -33.4954889337392, -70.6650306117495 -33.4954372223411))",47RFG83M+RX7W
-33.43233399,-70.66389777,806.3501,0.8803,"POLYGON((-70.6641578567117 -33.4322643499143, -70.6640837286988 -33.4322627453827, -70.6640823515387 -33.432307472593, -70.6641135027155 -33.4323081468781, -70.6641130666884 -33.4323223082648, -70.6640528141468 -33.4323210040569, -70.6640508827604 -33.4323837306363, -70.6641111353455 -33.4323850348434, -70.6641095657664 -33.4324360119627, -70.6635761675083 -33.4324244651923, -70.6635796691282 -33.4323107614857, -70.6640096284383 -33.4323200692543, -70.6640141359881 -33.4321736776361, -70.6640573216232 -33.4321746124391, -70.664058429494 -33.4321386315303, -70.6641616587011 -33.4321408659859, -70.6641578567117 -33.4322643499143))",47RFH89P+3C9M
-33.49475781,-70.59876495,150.1272,0.8325,"POLYGON((-70.5986750458342 -33.4947844486772, -70.5987080493424 -33.4946936913025, -70.5988548475742 -33.4947311648944, -70.5988218442084 -33.4948219223033, -70.5986750458342 -33.4947844486772))",47RFGC42+3FXP
-33.50747571,-70.795389,7.894,0.7096,"POLYGON((-70.7953791451297 -33.5074585113298, -70.7954024223702 -33.5074602985848, -70.7953988533624 -33.5074929191562, -70.7953755761135 -33.5074911319008, -70.7953791451297 -33.5074585113298))",47RFF6V3+2R5W
-33.4986882,-70.59015956,60.7553,0.6996,"POLYGON((-70.5901957296033 -33.4987424232828, -70.5901589502099 -33.4986852378432, -70.5900978838092 -33.4987128060301, -70.5900835342408 -33.4986904949442, -70.5901207580014 -33.4986736904296, -70.5901054948582 -33.4986499588958, -70.5901293374813 -33.4986391952322, -70.5901446006292 -33.4986629267636, -70.5901777883127 -33.4986479442948, -70.5902289173045 -33.4987274408016, -70.5901957296033 -33.4987424232828))",47RFGC25+GWGH
-33.48773876,-70.75827671,18.6179,0.6512,"POLYGON((-70.7582580542949 -33.4877636794995, -70.7582597958046 -33.4877129639427, -70.7582953521592 -33.4877138211739, -70.7582936092878 -33.4877645769834, -70.7582580542949 -33.4877636794995))",47RFG66R+WM5C
-33.52232957,-70.66420239,12.8613,0.7201,"POLYGON((-70.6641845380841 -33.5223038266235, -70.6642060944812 -33.5222999596051, -70.6642202464233 -33.5223553027375, -70.6641986900133 -33.5223591697588, -70.6641845380841 -33.5223038266235))",47RFF8HP+387W
-33.4346808,-70.78293818,144.3409,0.8385,"POLYGON((-70.7828265767947 -33.4346869413783, -70.7828606793001 -33.4346336156002, -70.7829451389318 -33.4346715849257, -70.7829824457372 -33.4346132484406, -70.7830394151672 -33.4346388593285, -70.7829680059488 -33.4347505216433, -70.7828265767947 -33.4346869413783))",47RFH688+4RFQ
-33.49992942,-70.67194579,54.579,0.7552,"POLYGON((-70.6718928977861 -33.4999134903014, -70.6719652407145 -33.4998852399005, -70.6719986849478 -33.4999453527498, -70.6719263419826 -33.4999736031709, -70.6718928977861 -33.4999134903014))",47RFG82H+26FW
-33.49379172,-70.77206693,139.8815,0.9082,"POLYGON((-70.7719884202085 -33.4938286341282, -70.7720191778489 -33.4937277751948, -70.772145439334 -33.4937548051687, -70.7721146818338 -33.4938556641281, -70.7719884202085 -33.4938286341282))",47RFG64H+F5M9
-33.52581406,-70.65756155,169.7936,0.84,"POLYGON((-70.6574824057351 -33.5257739831188, -70.6575557298114 -33.5257609730628, -70.6575496224781 -33.5257368278165, -70.657602461327 -33.525727452472, -70.6576376187768 -33.5258664463545, -70.6575114556805 -33.5258888317921, -70.6574824057351 -33.5257739831188))",47RFF8FR+MXGC
-33.51420548,-70.68879747,126.1866,0.7735,"POLYGON((-70.6887164292968 -33.5141844754082, -70.6888669045244 -33.5141379996927, -70.6888915812193 -33.5141940600088, -70.6887807450678 -33.5142282928433, -70.6888067301834 -33.5142873256981, -70.6887670910035 -33.51429956862, -70.6887164292968 -33.5141844754082))",47RFF8P6+8F8M
-33.45222104,-70.76354103,224.5317,0.7845,"POLYGON((-70.7634663 -33.4522999, -70.7634615 -33.4522481, -70.7634826 -33.4522467, -70.7634797 -33.4522147, -70.7634586 -33.452216, -70.7634533 -33.4521584, -70.7636206 -33.4521477, -70.7636288 -33.4522373, -70.7636026 -33.452239, -70.7636074 -33.4522909, -70.7634663 -33.4522999))",47RFG6XP+4H84
-33.4889418,-70.75443715,62.3074,0.8392,"POLYGON((-70.7543763208938 -33.4889495723974, -70.7544097398545 -33.4888956375272, -70.7544979843999 -33.4889340256605, -70.7544645654815 -33.4889879605531, -70.7543763208938 -33.4889495723974))",47RFG66W+C6G6
-33.47742007,-70.58570127,56.2276,0.7833,"POLYGON((-70.5856504443661 -33.4774025544327, -70.5857400865684 -33.4773740818883, -70.5857555811371 -33.4774083403763, -70.5857145714335 -33.4774213660675, -70.5857303460494 -33.4774562437441, -70.5856817135053 -33.4774716906161, -70.5856504443661 -33.4774025544327))",47RFGCF7+2PM4
-33.4308566,-70.73057769,14.0185,0.7387,"POLYGON((-70.7305510274231 -33.4308686847602, -70.7305524328434 -33.4308425713705, -70.7306043523355 -33.4308445358369, -70.7306029469308 -33.4308706492268, -70.7305510274231 -33.4308686847602))",47RFH799+MQ3P
-33.47353662,-70.63678414,51.4717,0.7827,"POLYGON((-70.6367481887605 -33.4735742475214, -70.6367593774961 -33.4734931183104, -70.6368200814804 -33.4734989981032, -70.636808892801 -33.4735801273178, -70.6367481887605 -33.4735742475214))",47RFG9G7+H7PH
-33.48709256,-70.6800977,10.8385,0.6665,"POLYGON((-70.6800775992478 -33.4871060848584, -70.6800891634136 -33.4870721712554, -70.6801178165023 -33.4870790311358, -70.6801062523462 -33.4871129447406, -70.6800775992478 -33.4871060848584))",47RFG879+5X69
-33.42925192,-70.73593949,195.649,0.7095,"POLYGON((-70.7358721027435 -33.4293191564508, -70.7358473698855 -33.4291827509017, -70.7358878543912 -33.4291775900498, -70.7358934777877 -33.429208603918, -70.7360169185359 -33.4291928679497, -70.7360360282027 -33.4292982595962, -70.7358721027435 -33.4293191564508))",47RFH7C7+7JVX
-33.52685243,-70.79566281,111.3629,0.8705,"POLYGON((-70.795611786992 -33.5267996052817, -70.7957144942942 -33.5268000555112, -70.7957138369822 -33.5269052478371, -70.7956111295556 -33.5269047976107, -70.795611786992 -33.5267996052817))",47RFF6F3+7P4X
-33.49548724,-70.55342203,118.2549,0.82,"POLYGON((-70.5533396142723 -33.4955080873434, -70.5533701483615 -33.4955021099254, -70.5533569045081 -33.4954546195644, -70.5534776110918 -33.4954309897095, -70.5535003377515 -33.4955124834727, -70.5533490969619 -33.4955420907733, -70.5533396142723 -33.4955080873434))",47RFGC3W+RJ4F
-33.47393243,-70.74242614,60.6022,0.8046,"POLYGON((-70.7423663739131 -33.4738889950031, -70.7424056596787 -33.4738683901084, -70.742485920156 -33.4739758643587, -70.7424466343631 -33.4739964692794, -70.7423663739131 -33.4738889950031))",47RFG7G5+C2GM
-33.49642942,-70.59919635,27.1099,0.716,"POLYGON((-70.5991995506948 -33.4963906263225, -70.599232308464 -33.4964048667864, -70.5991930684484 -33.4964682289304, -70.5991604386082 -33.4964540440781, -70.5991995506948 -33.4963906263225))",47RFGC32+C8FW
-33.49826491,-70.63027768,34.4511,0.6987,"POLYGON((-70.6302288443902 -33.4982805418624, -70.6302306560552 -33.4982457555291, -70.6303265259258 -33.4982492601307, -70.6303247142992 -33.4982840464642, -70.6302288443902 -33.4982805418624))",47RFG929+MVXC
-33.42496997,-70.55138571,125.613,0.8207,"POLYGON((-70.5513344 -33.42503, -70.5513368 -33.4249086, -70.551437 -33.4249099, -70.5514346 -33.4250314, -70.5513344 -33.42503))",47RFHCGX+2C98
-33.51801988,-70.78209173,6.3778,0.7118,"POLYGON((-70.7820789745209 -33.5180320616481, -70.7820795343368 -33.5180073024056, -70.782104514076 -33.5180076986698, -70.7821039542671 -33.5180324579123, -70.7820789745209 -33.5180320616481))",47RFF6J9+Q5V6
-33.51821335,-70.69278385,45.5478,0.8421,"POLYGON((-70.6927380497351 -33.5181938682124, -70.6928082215681 -33.518175483455, -70.6928296399159 -33.5182328396202, -70.6927594680421 -33.5182512243909, -70.6927380497351 -33.5181938682124))",47RFF8J4+PV8H
-33.52260692,-70.61114102,32.3494,0.6784,"POLYGON((-70.6111093901957 -33.5226341731785, -70.6111245695524 -33.5225714927602, -70.6111726601129 -33.522579662835, -70.6111574807899 -33.5226423432582, -70.6111093901957 -33.5226341731785))",47RFF9GQ+XG5M
-33.41239826,-70.65974861,99.7432,0.6976,"POLYGON((-70.6597204114906 -33.4123195951594, -70.6597824013624 -33.4123211619783, -70.6597768039901 -33.4124769202303, -70.6597148140051 -33.4124753534121, -70.6597204114906 -33.4123195951594))",47RFH8QR+24R2
-33.45174575,-70.70008134,8.7026,0.6769,"POLYGON((-70.7000664614954 -33.4517619295839, -70.7000728636908 -33.4517266052537, -70.700096205968 -33.4517295780177, -70.700089803782 -33.4517649023486, -70.7000664614954 -33.4517619295839))",47RFG7XX+8X33
-33.52361178,-70.6097497,150.5265,0.8469,"POLYGON((-70.6096826383521 -33.5236664091835, -70.6096904976625 -33.5235511242716, -70.6098167580701 -33.5235571625024, -70.609808898928 -33.5236724474172, -70.6096826383521 -33.5236664091835))",47RFF9GR+H42C
-33.45325582,-70.75511001,41.8383,0.851,"POLYGON((-70.7550688764472 -33.4532802918515, -70.755069514981 -33.4532306030142, -70.7551511266366 -33.453231339915, -70.7551504881495 -33.4532810287512, -70.7550688764472 -33.4532802918515))",47RFG6WV+MXRM
-33.47936535,-70.63182942,27.2721,0.7901,"POLYGON((-70.6317985314125 -33.47938668382, -70.6318096783859 -33.4793361749324, -70.6318603032537 -33.4793440207039, -70.6318491563091 -33.479394529595, -70.6317985314125 -33.47938668382))",47RFG9C9+7737
-33.51657722,-70.66693125,51.1566,0.8753,"POLYGON((-70.6668729957778 -33.5165679811723, -70.6669719157292 -33.5165410804626, -70.666989506166 -33.5165864644265, -70.6668905861696 -33.5166133651515, -70.6668729957778 -33.5165679811723))",47RFF8MM+968R
-33.41942477,-70.69395077,285.3429,0.9137,"POLYGON((-70.6938489756225 -33.4194940553291, -70.6939003130258 -33.419323300993, -70.6940525603571 -33.4193554894126, -70.6940012232387 -33.419526243802, -70.6938489756225 -33.4194940553291))",47RFH8J4+6CM4
-33.48895657,-70.59633159,9.9316,0.7098,"POLYGON((-70.5963124661912 -33.4889688085876, -70.5963147455054 -33.4889421813702, -70.5963507311857 -33.4889443440547, -70.5963484518825 -33.4889709712724, -70.5963124661912 -33.4889688085876))",47RFGC63+CF7M
-33.39566724,-70.63171479,53.6978,0.8006,"POLYGON((-70.6316354797337 -33.3956678642101, -70.631783437046 -33.3956339129298, -70.6317941047131 -33.3956666226933, -70.6316461473503 -33.3957005739865, -70.6316354797337 -33.3956678642101))",47RFJ939+P8M6
-33.52497447,-70.69783729,21.8053,0.7806,"POLYGON((-70.6977999665182 -33.5249732109087, -70.6978227889972 -33.5249456393893, -70.6978746089118 -33.5249757292236, -70.6978517864428 -33.5250033007525, -70.6977999665182 -33.5249732109087))",47RFF8G2+2V72
-33.45720173,-70.55615529,28.4871,0.7255,"POLYGON((-70.5561587706712 -33.4572373299126, -70.5561153018294 -33.4571893999504, -70.5561518167828 -33.4571661324837, -70.5561952856338 -33.4572140624325, -70.5561587706712 -33.4572373299126))",47RFGCVV+4G9R
-33.47646893,-70.69909658,10.9497,0.6598,"POLYGON((-70.6990727789143 -33.4764768227367, -70.6990813129995 -33.476451694083, -70.6991203982404 -33.4764610161606, -70.6991118641661 -33.4764861448164, -70.6990727789143 -33.4764768227367))",47RFG8F2+C969
-33.46925186,-70.56858313,114.0635,0.8122,"POLYGON((-70.5684922412604 -33.4692357107198, -70.5686564631103 -33.4692040472953, -70.5686740192299 -33.4692680039204, -70.5685097972677 -33.4692996673712, -70.5684922412604 -33.4692357107198))",47RFGCJJ+7HVV
-33.48048774,-70.67900095,141.7483,0.8198,"POLYGON((-70.6789035979044 -33.4804565751934, -70.6790928633421 -33.4804465820039, -70.6790983023198 -33.480518917234, -70.6789090367261 -33.4805289104366, -70.6789035979044 -33.4804565751934))",47RFG89C+R95H
-33.51351313,-70.70425973,53.8855,0.8763,"POLYGON((-70.7042070659722 -33.5134968280436, -70.7042865317564 -33.5134717987009, -70.7043124008777 -33.5135294287885, -70.7042329350499 -33.5135544581492, -70.7042070659722 -33.5134968280436))",47RFF7PW+H7XG
-33.51168625,-70.7920456,47.7682,0.7403,"POLYGON((-70.7920360862393 -33.5117579121366, -70.7920224904287 -33.5116167802305, -70.7920551097552 -33.5116145752163, -70.7920687056167 -33.5117557071171, -70.7920360862393 -33.5117579121366))",47RFF6Q5+85GG
-33.46132462,-70.71660232,170.2406,0.8667,"POLYGON((-70.7166941521131 -33.461402251641, -70.7164738184746 -33.4613058554319, -70.7165104776516 -33.4612469889119, -70.7167308111828 -33.4613433850528, -70.7166941521131 -33.461402251641))",47RFG7QM+F9C4
-33.41111778,-70.69247511,132.0841,0.7845,"POLYGON((-70.6924179584211 -33.4110953824366, -70.6924374224967 -33.4111000291391, -70.6924539744921 -33.41105126363, -70.6925538236356 -33.4110751007843, -70.692524466988 -33.4111615916314, -70.6924883489127 -33.4111529691137, -70.6924782800675 -33.4111826339706, -70.6923950847967 -33.4111627726029, -70.6924179584211 -33.4110953824366))",47RFH8Q5+H229
-33.40638393,-70.62654159,42.5906,0.6609,"POLYGON((-70.6264777301127 -33.4063750918996, -70.6265994602461 -33.4063596366834, -70.6266054414208 -33.4063927748508, -70.6264837112427 -33.4064082300743, -70.6264777301127 -33.4063750918996))",47RFH9VF+C9WP
-33.42372001,-70.65768715,51.584,0.8044,"POLYGON((-70.6576466317864 -33.423753336909, -70.6576657685604 -33.4236759188344, -70.6577276761191 -33.4236866789046, -70.657708539398 -33.4237640969863, -70.6576466317864 -33.423753336909))",47RFH8GR+GW82
-33.44542164,-70.72553817,84.1145,0.7714,"POLYGON((-70.7254862177779 -33.4454606478422, -70.7254905177494 -33.4453789443101, -70.7255901118966 -33.4453826279776, -70.7255858120184 -33.4454643315105, -70.7254862177779 -33.4454606478422))",47RFH73F+RQP5
-33.46682292,-70.67675868,155.6255,0.81,"POLYGON((-70.6766954389882 -33.4668826606331, -70.6766963948527 -33.4667624697074, -70.6768219241723 -33.4667631709076, -70.6768209684806 -33.4668833618286, -70.6766954389882 -33.4668826606331))",47RFG8MF+77H4
-33.48653026,-70.66693187,61.3102,0.731,"POLYGON((-70.666873363871 -33.4865189685173, -70.6669554494189 -33.4864840020362, -70.6669903684999 -33.4865415576673, -70.6669082829152 -33.4865765241721, -70.666873363871 -33.4865189685173))",47RFG87M+96PJ
-33.44980161,-70.7666875,50.3862,0.6645,"POLYGON((-70.7666708713588 -33.4498383812819, -70.7666765677848 -33.4498192244823, -70.7666400063251 -33.4498115846249, -70.76665461775 -33.449762447157, -70.7667322047568 -33.4497786596711, -70.7667118969565 -33.4498469539477, -70.7666708713588 -33.4498383812819))",47RFH62M+38GR
-33.39925852,-70.56275486,167.5179,0.804,"POLYGON((-70.5626597161769 -33.3992841985253, -70.5627014778183 -33.3991876491591, -70.5628500116815 -33.3992328498754, -70.5628082501872 -33.3993293992867, -70.5626597161769 -33.3992841985253))",47RFJC2P+7VXQ
-33.40113546,-70.72276397,41.7012,0.8414,"POLYGON((-70.7227588356811 -33.4010802323613, -70.7227960417622 -33.4010870382981, -70.722769090379 -33.4011906911274, -70.7227318842537 -33.4011838851843, -70.7227588356811 -33.4010802323613))",47RFH7XG+GVXG
-33.51691327,-70.60669189,130.0616,0.6977,"POLYGON((-70.6066405685681 -33.5169812310696, -70.6066551903228 -33.516838969365, -70.6067432264001 -33.5168453178934, -70.6067286047895 -33.516987579604, -70.6066405685681 -33.5169812310696))",47RFF9MV+68MH
-33.46793674,-70.63639987,42.9613,0.7439,"POLYGON((-70.6363995849419 -33.4678677308424, -70.6364297855979 -33.4678724443324, -70.6364001683964 -33.4680057402788, -70.636369967697 -33.4680010267833, -70.6363995849419 -33.4678677308424))",47RFG9J7+RCHC
-33.44550167,-70.61114145,15.879,0.7111,"POLYGON((-70.6111167821021 -33.4455183608871, -70.6111333041335 -33.4454759875991, -70.611166120695 -33.4454849802918, -70.6111495986784 -33.4455273535838, -70.6111167821021 -33.4455183608871))",47RFH93Q+QGXV
-33.45087127,-70.60447821,20.7737,0.7556,"POLYGON((-70.6044496483188 -33.4508879070369, -70.6044551677795 -33.4508494364006, -70.6045067646773 -33.4508546382927, -70.6045012452392 -33.4508931089306, -70.6044496483188 -33.4508879070369))",47RFG9XW+M624
-33.5067066,-70.68978773,8.8173,0.6825,"POLYGON((-70.689766028857 -33.5067008128559, -70.6897983622596 -33.5066897379479, -70.6898094230314 -33.5067124001887, -70.6897770896222 -33.5067234750997, -70.689766028857 -33.5067008128559))",47RFF8V6+838Q
-33.40456025,-70.73663006,21.8924,0.8226,"POLYGON((-70.7365939041464 -33.4045499475924, -70.7366586882995 -33.404539069697, -70.7366662017506 -33.4045705473075, -70.7366014175753 -33.4045814252074, -70.7365939041464 -33.4045499475924))",47RFH7W7+58HH
-33.44879406,-70.70578988,94.1754,0.8063,"POLYGON((-70.705739617477 -33.4488404460029, -70.7057472721417 -33.4487425652847, -70.705840135213 -33.448747668708, -70.705832480653 -33.4488455494291, -70.705739617477 -33.4488404460029))",47RFH72V+FMP8
-33.42275793,-70.74617296,51.3663,0.8457,"POLYGON((-70.7461384020227 -33.422794358945, -70.7461404574014 -33.4227201897552, -70.7462075315758 -33.4227214967481, -70.7462054762541 -33.4227956659374, -70.7461384020227 -33.422794358945))",47RFH7G3+VGWM
-33.47522921,-70.58081683,35.0581,0.7309,"POLYGON((-70.5807846175558 -33.4752572879332, -70.5807742882678 -33.4752135236808, -70.580849036378 -33.4752011335228, -70.5808593657015 -33.4752448977682, -70.5807846175558 -33.4752572879332))",47RFGCF9+WM3X
